Datetime,Open,High,Low,Close,Adj Close
1661731200.0,137.8719940185547,138.21499633789062,137.77999877929688,138.15899658203125,138.15899658203125
1661734800.0,138.16000366210938,138.39500427246094,138.0500030517578,138.3820037841797,138.3820037841797
1661738400.0,138.37899780273438,138.59300231933594,138.22000122070312,138.50999450683594,138.50999450683594
1661742000.0,138.5070037841797,138.65899658203125,138.3699951171875,138.45799255371094,138.45799255371094
1661745600.0,138.45700073242188,138.6719970703125,138.4199981689453,138.5800018310547,138.5800018310547
1661749200.0,138.5800018310547,138.89300537109375,138.52000427246094,138.8699951171875,138.8699951171875
1661752800.0,138.86399841308594,139.0019989013672,138.72999572753906,138.80999755859375,138.80999755859375
1661756400.0,138.81700134277344,138.85000610351562,138.6199951171875,138.78700256347656,138.78700256347656
1661760000.0,138.78900146484375,138.906005859375,138.61000061035156,138.6999969482422,138.6999969482422
1661763600.0,138.69900512695312,138.86599731445312,138.6199951171875,138.6999969482422,138.6999969482422
1661767200.0,138.70799255371094,138.7469940185547,138.52999877929688,138.593994140625,138.593994140625
1661770800.0,138.5970001220703,138.63600158691406,138.3300018310547,138.51300048828125,138.51300048828125
1661774400.0,138.51100158691406,138.65499877929688,138.4600067138672,138.57699584960938,138.57699584960938
1661778000.0,138.57699584960938,138.69900512695312,138.24000549316406,138.50399780273438,138.50399780273438
1661781600.0,138.5019989013672,138.60899353027344,138.35000610351562,138.49600219726562,138.49600219726562
1661785200.0,138.49600219726562,138.77200317382812,138.3000030517578,138.73300170898438,138.73300170898438
1661788800.0,138.73300170898438,138.84800720214844,138.55999755859375,138.74400329589844,138.74400329589844
1661792400.0,138.74400329589844,138.85400390625,138.6699981689453,138.73300170898438,138.73300170898438
1661796000.0,138.73399353027344,138.77099609375,138.6199951171875,138.76499938964844,138.76499938964844
1661799600.0,138.76100158691406,138.87899780273438,138.6999969482422,138.81500244140625,138.81500244140625
1661803200.0,138.8159942626953,138.822998046875,138.6699981689453,138.69700622558594,138.69700622558594
1661806800.0,138.7010040283203,138.7530059814453,138.64999389648438,138.71099853515625,138.71099853515625
1661810400.0,138.6929931640625,138.73599243164062,138.57000732421875,138.6999969482422,138.6999969482422
1661814000.0,138.70799255371094,138.77699279785156,138.6300048828125,138.69000244140625,138.69000244140625
1661817600.0,138.6999969482422,138.76600646972656,138.5500030517578,138.6439971923828,138.6439971923828
1661821200.0,138.6439971923828,138.67300415039062,138.41000366210938,138.49200439453125,138.49200439453125
1661824800.0,138.4929962158203,138.65499877929688,138.35000610351562,138.6020050048828,138.6020050048828
1661828400.0,138.5989990234375,138.677001953125,138.52999877929688,138.57200622558594,138.57200622558594
1661832000.0,138.5709991455078,138.6199951171875,138.47000122070312,138.57000732421875,138.57000732421875
1661835600.0,138.57400512695312,138.5959930419922,138.32000732421875,138.48500061035156,138.48500061035156
1661839200.0,138.48500061035156,138.5050048828125,138.36000061035156,138.4739990234375,138.4739990234375
1661842800.0,138.4759979248047,138.66099548339844,138.41000366210938,138.4770050048828,138.4770050048828
1661846400.0,138.47900390625,138.63900756835938,138.38999938964844,138.4550018310547,138.4550018310547
1661850000.0,138.4530029296875,138.4600067138672,138.11000061035156,138.2790069580078,138.2790069580078
1661853600.0,138.2790069580078,138.38699340820312,138.1999969482422,138.3419952392578,138.3419952392578
1661857200.0,138.33999633789062,138.37899780273438,138.1999969482422,138.2530059814453,138.2530059814453
1661860800.0,138.2530059814453,138.26699829101562,138.02000427246094,138.197998046875,138.197998046875
1661864400.0,138.197998046875,138.50100708007812,138.16000366210938,138.4929962158203,138.4929962158203
1661868000.0,138.49099731445312,138.56100463867188,138.13999938964844,138.38600158691406,138.38600158691406
1661871600.0,138.38299560546875,139.0800018310547,138.36000061035156,138.88600158691406,138.88600158691406
1661875200.0,138.88499450683594,138.95599365234375,138.5800018310547,138.72799682617188,138.72799682617188
1661878800.0,138.7259979248047,138.7729949951172,138.6199951171875,138.6909942626953,138.6909942626953
1661882400.0,138.68899536132812,138.77000427246094,138.63999938964844,138.7429962158203,138.7429962158203
1661886000.0,138.74400329589844,138.7480010986328,138.5800018310547,138.6540069580078,138.6540069580078
1661889600.0,138.6529998779297,138.7989959716797,138.61000061035156,138.72500610351562,138.72500610351562
1661893200.0,138.72500610351562,138.8159942626953,138.69000244140625,138.79200744628906,138.79200744628906
1661896800.0,138.78399658203125,138.8000030517578,138.68299865722656,138.7519989013672,138.7519989013672
1661900400.0,138.76100158691406,138.80099487304688,138.72000122070312,138.7760009765625,138.7760009765625
1661904000.0,138.78799438476562,138.84500122070312,138.6699981689453,138.75999450683594,138.75999450683594
1661907600.0,138.7570037841797,138.7949981689453,138.41000366210938,138.6280059814453,138.6280059814453
1661911200.0,138.62899780273438,138.6510009765625,138.4499969482422,138.55499267578125,138.55499267578125
1661914800.0,138.55799865722656,138.5989990234375,138.38999938964844,138.51600646972656,138.51600646972656
1661918400.0,138.52000427246094,138.62399291992188,138.44000244140625,138.5959930419922,138.5959930419922
1661922000.0,138.5970001220703,138.6230010986328,138.3000030517578,138.46200561523438,138.46200561523438
1661925600.0,138.46800231933594,138.48800659179688,138.33999633789062,138.41600036621094,138.41600036621094
1661929200.0,138.41900634765625,138.5279998779297,138.25999450683594,138.31300354003906,138.31300354003906
1661932800.0,138.31300354003906,138.60699462890625,138.24000549316406,138.60299682617188,138.60299682617188
1661936400.0,138.5970001220703,138.77999877929688,138.5,138.57899475097656,138.57899475097656
1661940000.0,138.58299255371094,138.8459930419922,138.55999755859375,138.83200073242188,138.83200073242188
1661943600.0,138.83099365234375,138.89500427246094,138.69000244140625,138.7239990234375,138.7239990234375
1661947200.0,138.72300720214844,138.7969970703125,138.6199951171875,138.74899291992188,138.74899291992188
1661950800.0,138.74899291992188,138.77499389648438,138.44000244140625,138.58999633789062,138.58999633789062
1661954400.0,138.5959930419922,138.85299682617188,138.4600067138672,138.78399658203125,138.78399658203125
1661958000.0,138.78399658203125,138.84800720214844,138.4199981689453,138.62100219726562,138.62100219726562
1661961600.0,138.62399291992188,138.74099731445312,138.5,138.7050018310547,138.7050018310547
1661965200.0,138.71299743652344,138.7530059814453,138.63999938964844,138.70799255371094,138.70799255371094
1661968800.0,138.70799255371094,138.8040008544922,138.67999267578125,138.75999450683594,138.75999450683594
1661972400.0,138.76400756835938,138.7779998779297,138.61000061035156,138.72300720214844,138.72300720214844
1661976000.0,138.7220001220703,138.9530029296875,138.6699981689453,138.91700744628906,138.91700744628906
1661979600.0,138.91200256347656,139.00399780273438,138.8699951171875,138.95700073242188,138.95700073242188
1661983200.0,138.9510040283203,139.09500122070312,138.72999572753906,139.06500244140625,139.06500244140625
1661986800.0,139.06900024414062,139.13900756835938,138.99000549316406,139.03599548339844,139.03599548339844
1661990400.0,139.07699584960938,139.44400024414062,139.0500030517578,139.32899475097656,139.32899475097656
1661994000.0,139.3300018310547,139.58399963378906,139.25999450683594,139.47300720214844,139.47300720214844
1661997600.0,139.47500610351562,139.68099975585938,139.3300018310547,139.5019989013672,139.5019989013672
1662001200.0,139.50100708007812,139.5449981689453,139.39999389648438,139.48500061035156,139.48500061035156
1662004800.0,139.48599243164062,139.62399291992188,139.42999267578125,139.52099609375,139.52099609375
1662008400.0,139.52200317382812,139.5749969482422,139.44000244140625,139.50399780273438,139.50399780273438
