Datetime,Text,Label
1639468800,"Meme stock miseryAn agitated market sees investors flock to safer bets, sending meme stocks stumbling on Monday.  GameStop lost nearly 14% to hit its lowest point since March, and AMC (AMC) tumbled over 15% to levels unseen since its massive May short squeeze. A Bloomberg-tracked list of 37 retail trading faves dropped 5.5% on Monday to its lowest point in seven months, after losing a quarter of its value in the last three weeks alone.  Wednesday’s Fed meeting is making people nervous. It’s expected to speed up its tapering timeline and investors are ditching risky bets before that happens.Illustration by TradingView",-0.9986993074417114
1640764800,"“Calling all creators”The time has finally come. Gamestop has put out the call for NFT applications from developers. Are you ready? Looks like the Gamestop NFT marketplace is really happening. The company has updated its website, allowing users to submit requests to become NFT creators. There’s not much more info out there, so we still don’t know how it’s going to work – or whether, as rumored, Loopring will be the platform.  The application form is pretty detailed though, suggesting that it might not be an “open to all” platform like OpenSea or Rarible.SIMON LEE / Unsplash",0.0
1641456000,"Memestock mayhemTurns out even the online army can turn paperhands (who’d have thought it?), pulling back in the face of tightening monetary policy.  Is meme mania in the rearview mirror? GameStop pulled back 13% on Wednesday to its lowest closing price since March, and AMC (AMC) and Bed Bath & Beyond (BBBY) both fell 10%.  Retail investors are dumping speculative investments after the Fed announced an accelerated tapering timeline.  Memestocks are struggling to stay relevant following their parabolic 2021 gains, and if Q3 earnings from GameStop and AMC (AMC) are anything to go by, there’s a lot of work still to be done.Illustration by TradingView",-0.9983862638473511
1641542400,"Investors press “Start”. AgainGameStop stock gets a Power Up after the gaming firm adds a new NFT feature. Prices pumped up by 30% in extended trading on Thursday. Investors have been AFK this year so far, with prices hitting a seven month low in intraday trading. GameStop has joined the NFT game. It reportedly has a team of over 20 experts working on an NFT platform and planning a bunch of big crypto partnerships. NFTs could be bigger than Bitcoin, according to Shark Tank legend Kevin O’Leary, who says they hold more potential because they can serve as proof of ownership for physical items.Zé Ferrari Careto / Unsplash",0.9994980096817017
1643961600,"GameStop guns for NFTsGameStop is trying its damndest to stay relevant in the post meme stock age, and it’s using NFTs to do it.Key points:It’s launching its own NFT marketplace together with Immutable X, a Layer 2 platform based on the Ethereum blockchain that was chosen because of its carbon neutral environment. It’s also creating a $100m fund with Immutable X dedicated to supporting Web 3 game development in its ecosystem.It wants to bring Web3 to gaming in an effort to keep its momentum as the retail trading frenzy fizzles out. But, it risks the wrath of its hardcore gamer fans that have already expressed anger at the decision, saying NFTs are just a money grab. ",0.0
1647327600,"How will investors console themselves after this?A bearish pre-earnings research note sends GameStop shares plummeting on their worst day of the year. 🔍 Key points:GameStop cratered nearly 16% on Monday to hit its lowest levels since February last year, just after its historic retail trading frenzy. A Wedbush analyst was to blame for this one. Influential voice Michael Pachter reiterated his Underweight recommendation on the stock, as well as his $45 price target – shares closed Monday at around $78, so he’s not feeling confident. It’s not a great prelude to Thursday’s earnings report. Pachter sees “modest” revenue growth this year, arguing that 2021’s short squeeze made the stock “completely disconnected” from its fundamentals. Only time will tell, we guess.Zdeněk Macháček / Unsplash",-0.9986857771873474
1647586800,"Playing a dangerous gameGameStop continues to test its investors’ commitment with an unexpected holiday quarter loss.🔍 Key points:The stock sank nearly 10% in extended trading on Thursday after the retailer recorded a surprise loss in its holiday quarter despite topping revenue estimates, reporting LPS of $1.86 on revenues of $2.25bn. Prices are down over 40% this year alone, so they needed a win. The video game retailer felt pressure on its margins from ongoing supply chain challenges as well as Omicron, having made the conscious decision to absorb higher costs to meet customer demand. Appaz that side of things could go on for a while so GameStop once again declined to give any guidance, but CEO Matt Furlong has a plan.The brand is in the middle of a massive turnaround plan and is focusing on becoming a “customer-obsessed technology company to delight gamers”. Its move away from brick and mortar is going well, and this quarter will see improvements in its e-commerce efforts, its app, and website. Will it be enough to please the apes? See all reported financialsLuis Villasmil / Unsplash",-0.9987672567367554
1648018800,"Retail traders ramp up their enthusiasmThe WallStreetBets crowd is never quiet for long, and share sale news from GameStop sends the whole memestock basket running ahead.🔍 Key points:GameStop kicked things off by gaining 30% on Tuesday after earning itself top on the trending list. Things seem to have started with a WSB post by Tump4 suggesting the stock was trading at a 58.2% discount. That got people riled up and started the online chatter. The stock extended the rally by 16% afterhours when Chairman Ryan Cohen said he bought over 10k shares of the video game retailer this week, taking his total stake to 11.9%.AMC joined in on the fun to jump over 15% on Tuesday, with over 72m shares changing hands, which is about 164% times its average daily volume. AMC bought a stake in a metal minings company Hycroft (which is a very shorted stock) last week, but that’s the only real news we’ve had from them recently.",0.9995501637458801
1648796400,"GameStop wants more sharesGameStop wants shareholders to authorize a bunch more shares, and price increases imply they’re keen. 🔍 Key points:The gaming retailer wants to split its stock soon. GameStop plans to ask shareholders to approve the increase of its common stock from 300m to 1bn, partly to conduct a stock split (its first since 2007) in the form of a dividend in future. The company’s shares catapulted 17% in extended trading on Thursday, building on March’s 35% gains – its best month since August. GameStop says it’ll “provide flexibility for future corporate needs”, so investors are hoping it’ll use some of the extra cash to work on its e-commerce transition. Technically speaking, a perfect stock split shouldn’t actually do anything to the underlying value of investors’ holdings. But the resulting lower share price can appear more attractive and accessible to traders, bumping up demand – and therefore value – as a result. Psychology for ya. Oxiq / Wikimedia Commons",0.999599277973175
1653030000,"The Game Stops for MelvinAfter trying to short GameStop out of existence, it now seems the chicken tenders have finally gone cold for Melvin Capital. How does one topple a $7.8bn hedge fund? Easy – just find a man wearing a bandana to spread the word of a brick and mortar stock heavily undervalued and over-shorted, get a bunch of degenerate apes to buy that stock, and then ensure nobody paper hands until the hedge fund wishes it never had access to its shorting button. Melvin Capital will be shutting down its business, so it seems like the apes actually won. CEO Gabe Plotkin announced that after a nightmare 17 months, Melvin is now “stepping away from managing external capital” and will begin the process of returning investors’ cash. At least 50% will be returned by May 31, and the rest by June 30.The firm lost nearly $7bn by heavily shorting GME in January 2021, losing more than half its value that month. It may have gone under then, had it not been for outsider support. Now apes will turn their heads to Citadel’s Ken Griffin, the Ultimate Degenerate Shorting Boss. But most apes are happy either way – they just Like the Stock. Ryan / Flickr",-0.8297213912010193
1653375600,"We Like The NFTGameStop has launched a wallet so you can store, send and receive NFTs from your browser. Just what you always wanted.Shares in the memestock legend flicked up 3% on news the video game retailer has dropped its latest wheeze – a self-custodial Ethereum wallet for Chrome (with iOS coming soon), which it hopes will fuel interest in its upcoming NFT marketplace.GameStop has partnered with Aussie startup Immutable X to create an NFT emporium in which “billions of low-cost, in-game assets can easily be bought and sold”. It’s due to launch in July.A lot of eggs have been put in this basket though as GME attempts to scramble into the digital space – but NFTs have proved divisive in the gaming community, so who knows whether this is a good idea. And GME is down around 36% so far this year. Best of luck guys. Gamestop",0.5602662563323975
