Datetime,Text,Headers,First20,Last80
1700985600,"US Dollar Forecast: Growth and Inflation to Extend the USD Sell-off?<ENDOFHEADER>The dollar has been moving lower, in a similar fashion to US yields and US economic data as the world’s largest economy appears to be feeling the effects of tight financial conditions. Labour data has eased since the October NFP report, retail sales and CPI data dropped and overall sentiment data has been revised lower too.In the coming week, High impact US data includes the second estimate of Q3 GDP as well as US Personal Consumption Expenditure (PCE) data - the Fed’s preferred measure of inflation.Customize and filter live economic data via our DailyFX economic calendarLearn how to plan and prepare ahead of high impact economic data by claiming our free guide including an actionable news trading strategy:The initial estimate for Q3 GDP (annualized) revealed an impressive 4.9%, however, the second estimate will test the remaining resilience of the economy as general activity data has worsened.One data point closely watched by the Fed is ‘core services excluding housing and energy’, which provides an indication of widespread prices within the services sector where prices have proven to be sticky. The graph below reveals the sideways movement in price pressures which are yet to show a concerted move to the downside. Progress in this measure could contribute towards another leg lower in the dollar as markets look ahead to next year when at least three 25 basis point hikes are priced in.PCE Services Excluding Energy and HousingSource: Federal Reserve, prepared by Richard SnowThe US Treasury is scheduled to auction a decent chunk of US debt next week to fund the US government and its operations. Almost in anticipation, the bond market has propped up yields of the 2-year note in the hopes of acquiring the securities at an attractive yield. While yields have come down from the peak above 5%, levels are still attractive considering it is essentially viewed as a ‘risk free’ asset. Elevated yields may actually see the dollar supported until the major event risk enters the fray from Wednesday.US 2-Year Treasury YieldsSource: TradingView, prepared by Richard SnowThe dollar tested the 200-day simple moving average (SMA) late on Friday after is struggled to build on the bearish momentum after trading below the dynamic level of support previously. A daily close below the 200 SMA could see DXY test 103 flat in the week to come, especially if GDP and inflation data underwhelm. Thereafter, 101.92 comes into view as a level of consideration on the downside. The RSI shows that the bearish move could soon run out of momentum as the indicator approaches oversold territory.Stronger than anticipated data particularly on the inflation front, could revitalise the dollar and see it recover some of the recent losses. Resistance appears all the way up at 104.70 which poses a tall order.US Dollar Basket (DXY) Daily ChartSource: TradingView, prepared by Richard SnowMarkets have also reigned in reactionary expectations of 100 basis points of cuts next year when CPI came out lower than anticipated for the month of October. Currently, markets expect three full interest rate cuts next year with the possibility of a fourth before December 2024. Any relief from the slight reduction in rate cut expectations may prove to be short lived.Implied US Interest Rate ProbabilitiesSource: Refinitiv, prepared by Richard SnowIf you're puzzled by trading losses, why not take a step in the right direction? Download our guide, ""Traits of Successful Traders,"" and gain valuable insights to steer clear of common pitfalls that can lead to costly errors.",-0.9909926652908325,-0.9980751276016235,-0.9987251162528992
1701676800,"Bitcoin (BTC), Ethereum (ETH) Surge to Fresh 18-Month Highs<ENDOFHEADER>Bitcoin and Ethereum both took a significant leg higher over the weekend, breaking through prior resistance and testing levels last seen in May last year. The cryptocurrency space has been positive for the past few weeks as investors wait for news on the dozen spot Bitcoin ETF applications sitting on the SEC’s desk. A CNBC report last week that SEC representatives met with BlackRock and Grayscale further boosted the bullish market sentiment. BlackRock has filed for both a Bitcoin and an Ethereum spot ETF and their involvement in the space is seen as important. BlackRock has had 575 out of 576 of its ETF applications approved.Bitcoin (BTC) Continues to Rally as Spot ETF Chatter Gets LouderThe technical outlook for Bitcoin has been positive since mid-October when BTC/USD produced a bullish pennant pattern. This coincided with a bullish 50-day/200-day moving average crossover – Golden Cross - and was subsequently followed by a series of higher lows. Prior highs at $38k and $40k have both been broken with ease in the last four sessions. The next level of horizontal resistance comes in just under $43k.Ethereum has underperformed Bitcoin this year but has still rallied from around $1,200 to $2,260 since the start of the year. The ETH/USD charts also remains positive with a Golden Cross produced on November 21st and a clear series of higher lows seen since late October. Last Friday’s clean break of resistance at $2,140 opens the way for ETH to rally further with $2,500 and then $3,000 the next logical stopping points.Charts via TradingViewWhat is your view on Bitcoin – bullish or bearish?? You can let us know via the form at the end of this piece or you can contact the author via Twitter @nickcawley1.",0.9996200799942017,0.9996509552001953,0.999699592590332
1701849600,"Bitcoin (BTC/USD) Price Forecast: On the Way to $50K or Retracement First?<ENDOFHEADER>READ MORE: Gold (XAU/USD) Prices Flirt with $2000 Level, Eyeing the FOMC Meeting for Fresh ImpetusBitcoin (BTC/USD) finally stalls following five successive days of gains totaling +-16% and coming within a whisker of the $45k mark. The performance of Bitcoin and the Crypto industry in 2023 continues to surprise given the challenges being faced by the industry over the past 18 months.The world’s largest cryptocurrency is approaching $1T in market cap and is up 180% since November 2022. 45% of that growth has been recorded over the past 6 weeks as speculation continues to grow regarding the spot Bitcoin ETF. As things stand, based on the Grayscale Bitcoin Trust's NAV discount, which has narrowed dramatically, the market assigns a probability of around 90% that the Securities and Exchange Commission will approve such a vehicle.The Crypto industry as a whole is benefitting at present having added approximately $750 billion of market cap since November 2022. Looking at the Crypto heatmap below and surprisingly the major Cryptos appear to be experiencing a lull today which could also be down to some profit taking following the recent rally, while altcoins continue to rise with Avalanche up as much as 11%+ on the day.Source: TradingViewIf the last 24 months have proven anything it's that Crypto is here to stay. Having faced unprecedented challenges and many powerful and vocal proponents to its uses and use cases with the latest being JPMorgan CEO Jamie Dimon who stated he is deeply opposed to crypto. His argument being the same as countless others who attribute crime, money laundering and tax evasion which is ironic considering the US Dollars role in crime across the globe. A story for another time.Of course, Bitcoin does have its vocal supporters with the likes of ARKS Cathy Wood and MicroStrategy founder Michael Saylor. It's worth noting that with all the regulation etc. around Banks, the failure of US Banks this year may have been a blessing in disguise for the Crypto industry. There are still clouds hovering over the industry, but this is becoming a normality with market participants hardly taking notice anymore, o so it may seem.BlackRock announce seed funding for Spot ETF of $100k which is small but it Is just a first step with cash likely to change hands a lot quicker once an approval occurs. This shows commitment by BlackRock is ensuring that they are ready for a potential approval.READ MORE: HOW TO USE TWITTER FOR TRADERSFrom a technical standpoint BTCUSD is approaching a key area of resistance around the $45k mark. However, options markets are hinting that Bitcoin will hit $50k by January with the Spot Bitcoin ETF expected to be approved early in January as well. The question I am grappling with is what will come first? A test of the $50k mark or the spot Bitcoin ETF approval?Open interest for Bitcoin $50,000 strike calls is massive, as displayed in the chart below with options also suggesting the recent rally is just the beginning.Source: Kobeissi LetterResistance levels:Support levels:BTCUSD Daily Chart, December 6, 2023.Source: TradingView, chart prepared by Zain VawdaTrade Smarter - Sign up for the DailyFX NewsletterReceive timely and compelling market commentary from the DailyFX team--- Written by Zain Vawda for DailyFX.comContact and follow Zain on Twitter: @zvawda",0.0,0.0,0.9996488094329834
1702281600,"Bitcoin (BTC/USD) Price Forecast: Eyes on $40k Support as ARK Sell More Coinbase (COIN) Shares<ENDOFHEADER>READ MORE: EURO Weekly Forecast: ECB Expected to Hold Rates but How Will Projections Differ from Market Expectations?Bitcoin (BTC/USD) Sank as much as 7.5% overnight to a low of around $40520, which is just a whisker away from the psychological $40000 level. I had discussed the possibility of this potential pullback last week in my article (to read click here). There does not appear to be any singular driving force behind the move except perhaps the slightly stronger US Dollar. I however think that this is in part down to profit taking ahead of the Risk Events this week and the end of year holidays.Source: TradingViewThe $40 k mark could hold the key heading into the festive break. A break below this level could open up the potential of a deeper retracement down toward the $31k-$32k area. As mentioned above I believe that part of the move is likely down to profit taking as we do have a bunch of risk events ahead. The move down may be welcomed by many, particularly institutions who may want to get involved before the Spot ETF decisions early in 2024. The question is how deep a retracement will we get and will the FOMC meeting play a part?According to CoinGlass data shows that there was an approximate liquidation of around $335 million of long positions over the last 12 hours. The amount of liquidations are represented below with Bitcoin leading the way followed by Ether.Source: CoinGlass/CoinDeskA pullback should not be viewed in a negative light as the overall cloud which many though would hover over the Crypto sector cleared long ago. This is something I have previously discussed but has actually been pointed out in research of late as well. According to research released recently by Coinwire.com, 83% of Crypto mentions in op publications have been positive in 2023. This would explain the resilience of the industry in a time when it has faced a number of challenges.Other key takeaways from the CoinWire study revealed that over 65% of global crypt related Tweets have a positive sentiment. The United Kingdom takes the lead in this global cheer, with more than72%of crypto-related tweets from this region being positive. The US as well is a leader here with approximately 2 out of 3 Americans have a positive view of Crypto in 2023. This is one I admit surprised me given the FTX scandal, but I was once again forced to remember the Banking crisis earlier in the year.I guess the point m trying to make here is a selloff should not be accompanied by doom and gloom and do not get caught up in the FOMO of it all with the festive season ahead. The outlook for 2024 looks promising and I would keep that in mind if we do have a deep and aggressive pullback.Trade Smarter - Sign up for the DailyFX NewsletterReceive timely and compelling market commentary from the DailyFX teamARK has been consistently selling Coinbase (COIN) shares over the past couple of weeks. ARK upped the ante in July selling 480,000 shares at a value of $50.5 million at the time until this past Friday when ARK offloaded a further 335,860 shares which would have been valued at $49.2 million at Coinbase’s closing price. A surprise to me given the positive outlook I have regarding Coinbase in 2024, but that’s a topic for another time.ARK however did the sale due to the target weighting it applies to its ETFs. The recent rally in the Coinbase share price has seen the weight of the shares exceed the limit of 10% imposed by ARK. The sale however failed to accomplish this, as things stand COIN accounts for some 13% of the Fintech Innovation ETF and +-11% of the Next Generation ETF. A further appreciation in the Coinbase price could see ARK effect further sales in the coming days and weeks and could be worth monitoring.READ MORE: HOW TO USE TWITTER FOR TRADERSFrom a technical standpoint BTCUSD failure to find acceptance above $45k was a sign that retest of the $40k level was inevitable. We have just fallen short of this level today but could still go on to tap that level, where the 20-day MA also rests just above the $40k mark.The support level at the $40k mark with a break lower brings support at the $37600 into focus with the 50-day MA resting at the $37400 mark. Any further drop will bring the support areas at 35600 and 35000 into play.A move higher from here will face immediate resistance at the $43000 handle before the psychological $45000 mark comes back into focus. The major resistance level at the $50000 mark looks tasty and achievable but there is a growing chance of a deeper retracement before a test of this level comes to fruition.Source: Kobeissi LetterResistance levels:Support levels:BTCUSD Daily Chart, December 11, 2023.Source: TradingView, chart prepared by Zain Vawda--- Written by Zain Vawda for DailyFX.comContact and follow Zain on Twitter: @zvawda",0.0,0.0,-0.9985262155532837
1702454400,"US Dollar Sinks on Fed Dovish Pivot, Setups on EUR/USD, USD/JPY, GBP/USD<ENDOFHEADER>Most Read: Fed Stays Put, Sees Three Rate Cuts in 2024; Gold Prices Soar as Yields PlungeThe U.S. dollar, as measured by the DXY index, plummeted nearly 0.9% on Wednesday, dragged lower by the massive plunge in U.S. Treasury rates after the Federal Reserve’s guidance surprised on the dovish side, catching investors, who were anticipating a different outcome, off guard and on the wrong side of the trade.For context, the U.S. central bank today concluded its last meeting of the year. Although policymakers kept borrowing costs unchanged at multi-decade highs, they gave the first signs of an impending strategy pivot by embracing a more benevolent characterization of inflation and admitting that talk of rate cuts has begun.Will the US dollar keep falling or reverse higher? Get all the answers in our quarterly outlook!The Fed’s Summary of Economic Projection reinforced the view that a policy shift is on the horizon, with the dot plot showing 75 basis points of easing next year, far more than contemplated in September. While Wall Street’s rate-cut wagers have been extreme, the Fed's forecasts are slowly converging toward the market's outlook – this should be bearish for the greenback and yields moving into 2024.With the broader U.S. dollar in a tailspin, EUR/USD soared towards the 1.0900 handle while GBP/USD jumped past an important ceiling near 1.2600. Meanwhile, USD/JPY nosedived, rapidly falling towards its 200-day simple moving average – the last line of defense against a larger retreat.This article focuses on the technical outlook for major U.S. dollar pairs such as EUR/USD, USD/JPY and GBP/USD, examining key price levels after Wednesday’s outsize moves in the FX space.For a complete overview of the euro’s technical and fundamental outlook, download your complimentary trading forecast now!EUR/USD jumped on Wednesday, clearing technical resistance near 1.0830, corresponding to the 200-day simple moving average. If this bullish move is sustained in the coming days, the upside momentum could accelerate, setting the stage for a rally towards 1.0960, the 61.8% Fib retracement of the July/October decline. On further strength, attention would shift towards 1.1015, last month's high.On the other hand, if the upward impetus fades and prices resume their descent, the first support to monitor is located at 1.0830, but further losses could be in store for the pair on a push below this threshold, with the next area of interest at 1.0765. Continued weakness might draw focus towards trendline support, currently traversing the 1.0640 region.EUR/USD Chart Prepared Using TradingViewFor tips and expert insights on how to trade USD/JPY, download the yen’s guide!USD/JPY saw an upward push earlier this week, but this ascent hit an abrupt halt on Wednesday when the Fed triggered a massive U.S. dollar selloff. This drove the pair sharply lower, sending the exchange rate towards its 200-day SMA, the next major floor to watch. Bulls will need to staunchly defend this floor; failure to do so could spark a drop towards 141.70 and 140.70 thereafter.Conversely, if USD/JPY resumes its rebound, technical resistance looms at 144.50. Buyers may have a difficult time breaching this barrier, but if they manage to drive prices above this ceiling, we could see a rally towards the 146.00 handle. On further strength, all eyes will be on 147.20.USD/JPY Chart Created Using TradingViewKeen to understand the role of retail positioning in GBP/USD’s price action dynamics? Our sentiment guide delivers all the essential insights. Get your free copy now!GBP/USD climbed and pushed past resistance at 1.2590 on Wednesday after bouncing off trendline support near 1.2500, with the advance reinforced by the broader U.S. dollar downturn. If the pair manages to hold onto recent gains and consolidates to the upside little by little, we could soon see a retest of 1.2720 level, the 61.8% Fib of the July/October retracement. Further up, all eyes will be on 1.2800.On the other hand, if sellers return and trigger a bearish reversal, initial support appears at 1.2590, followed by 1.2500, near the 200-day simple moving average. Looking lower, the focus turns to 1.2455. Cable is likely to stabilize in this region on a pullback before mounting a possible comeback, but in the event of a breakdown, a move down to 1.2340 becomes a plausible scenario.GBP/USD Chart Created Using TradingView",-0.9872215390205383,-0.9599175453186035,-0.9985860586166382
1702454400,"Oil Price Forecast: Oil Rises as OPEC+ Predicts Record Demand in 2024<ENDOFHEADER>Most Read: What is OPEC and What is Their Role in Global Markets?Oil shook off an early day slump to rally during the latter half of the European session to trade around 1.37% higher on the day and eyeing the $70 a barrel mark. There were a host of fundamental factors at play today with the announcement of the COP28 deal out of the UAE drowned it appears by comments from OPEC+ on its 2024 outlook.The COP28 climate meeting in the UAE finally reached an agreement today with representatives from 200+ countries ratifying it. The agreement is for the reduction of global consumption of fossil fuels to avert the worst of climate change, signaling the eventual end of the oil age. This is obviously still some way away with Oil, Gas and Coal still accounting for about 80% of the world's energy, and projections vary widely about when global demand will finally hit its peak.There were concerns regarding the reaction of OPEC+ members and Gulf States and whether they would be supportive of the measures with Saudi Arabia a particular concern. According to a source familiar with the matter, the Saudi position is that it sees “""a menu where every country can follow its own pathway,"" saying it ""shows the various tracks that will allow us to maintain the objective of 1.5 (degrees Celsius) in accordance with the characteristics of every nation and in the context of sustainable development."" There has been this ongoing debate particularly in the developing world around the phasing out of fossil fuels with many countries finding it tough. This is likely to remain the case in Developing countries who will need the most support if anything meaningful is to be achieved.OPEC+ today also doubled down on its own forecasts for 2024 while the US EIA lowered its 2024 Brent despite output cuts. OPEC+ also lifted its estimate of 2023 global economic growth based on its latest monthly report released earlier today. The Cartel forecast that Oil demand will grow by 2.2 million barrels a day next year with the OPEC secretariat cautiously optimistic about the fundamental factors affecting Oil market dynamics in 2024. The cartel has earmarked the continued recovery in China and a better performance from Europe as actors influencing its estimates while saying OECD countries are not expected exceed 2019 demand levels.OPEC+ were also quick to attribute the recent drop in Oil prices on exaggerated demand concerns which affected sentiment. Given the positive outlook on demand in 2024 it will be interesting to see what the IEA updated forecast reveals when released tomorrow. There have been diverging outlooks between the IEA and OPEC regarding 2024 and I will be keeping an eye on how significant the discrepancies are.Looking to the rest of the week and later this evening we have the FOMC meeting which could have a huge impact on overall sentiment. Tomorrow, we have IEA updated forecasts which could impact Oil prices as well as US retail sales and jobless claims numbers which could affect the US Dollar and thus Oil prices.For all market-moving economic releases and events, see the DailyFX CalendarTrade Smarter - Sign up for the DailyFX NewsletterReceive timely and compelling market commentary from the DailyFX teamFrom a technical perspective WTI remains vulnerable below the $70 a barrel mark with support resting around the $67 handle. This of course is a key area of support where we had printed a triple bottom pattern in May and June before the explosive move to the upside began. Today we printed a low around 67.70 before rebounding aggressively but we do need acceptance above the $70 a barrel mark for the recovery to continue.A break back above the $70 a barrel mark immediate resistance rests at $72.15 and just above at the $73.06 handle. A daily candle close above the swing high at 71.50 will see the a change in structure and embolden bulls even further and help speed up a recovery in prices.WTI Crude Oil Daily Chart – December 13, 2023Source: TradingViewKey Levels to Keep an Eye On:Support levels:Resistance levels:IG Client Sentiment data tells us that 89% of Traders are currently holding LONG positions. Given the contrarian view to client sentiment adopted here at DailyFX, does this mean we are destined to revisit the lows at the $67 mark?For a more in-depth look at WTI/Oil Price sentiment and Ways to Use it, download the free guide below.Written by: Zain Vawda, Market Writer for DailyFX.comContact and follow Zain on Twitter: @zvawda",0.9993144273757935,-0.8466100692749023,0.9986955523490906
1702540800,"US Dollar Demolished by Fed’s Dovish Pivot, Tech Setups on EUR/USD and USD/JPY<ENDOFHEADER>Most Read: US Dollar Sinks on Fed Dovish Pivot, Setups on EUR/USD, USD/JPY, GBP/USDThe U.S. dollar, as measured by the DXY index, extended its retracement on Thursday, sinking below that 102.00 mark and reaching its lowest level since early August. This selloff was the result of the collapse in U.S. Treasury yields, triggered by the Fed’s dovish posture at its December meeting, which seems to have caught investors, who were expecting a different outcome, completely off guard.To provide background information, the FOMC announced yesterday its last monetary policy decision of the year. Although the institution kept borrowing costs unchanged at a 22-year high, it gave the first signs of an impending strategy shift, with Powell reinforcing the idea of a pivot by admitting that talk of rate cuts has begun.The Fed’s Summary of Economic Projection was also quite dovish, indicating 75 basis points of easing in 2024 and 100 basis points in 2025, a steeper path of rate cuts than contemplated in September. Against this backdrop, yields have plummeted in a matter of days, triggering a large downward shift in the Treasury curve, as highlighted in the chart below, fostering a bearish environment for the greenback.Will the US dollar keep dropping or reverse to the upside? Get all the answers in our quarterly outlook!Source: TradingViewWith the broader U.S. dollar in freefall, EUR/USD has rallied back towards the 1.1000 handle, with gains boosted by the ECB’s less dovish relative stance compared to that of the FOMC. GBP/USD has also soared, reaching its strongest levels in nearly four months. Meanwhile, Meanwhile, USD/JPY has plummeted below its 200-day simple moving average, activating a bearish signal for the pair.Stay ahead of the curve! Request your complimentary EUR/USD trading forecast for a thorough overview of the pair’s technical and fundamental outlookEUR/USD extended its advance on Thursday, breaking above a key Fibonacci ceiling and pushing towards cluster resistance in the 1.1015 area. With bullish momentum in its favor, the pair could soon breach this barrier, paving the way for a rally towards 1.1090. On further strength, we can't rule out the possibility of a retest of the July highs.Conversely, if the upward impetus diminishes and prices shift downwards, initial support zone to keep in view rests around 1.0830, which coincides with the 200-day simple moving average. There's potential for the exchange rate to stabilize near these levels on a pullback before resuming its ascending trajectory; however, a clean and decisive breakdown might lead to a decline towards 1.0765.EUR/USD Chart Prepared Using TradingViewInterested in learning how retail positioning can shape the short-term trajectory of USD/JPY? Our sentiment guide explains the role of crowd mentality in FX market dynamics. Get the guide now!USD/JPY plummeted on Thursday, breaking below its 200-day simple moving average and briefly hitting its weakest point since late July near 140.70. This technical floor must hold at all costs; otherwise, sellers could become emboldened to launch a bearish attack on trendline support at 139.75. Further weakness could prompt a move towards 137.50.On the other hand, if USD/JPY resumes its rebound unexpectedly, overhead resistance is located at 142.45 and 144.60 thereafter. Buyers might encounter challenges propelling the exchange rate above the latter threshold, but breaching it could trigger a rally towards the 146.00 handle. Continued upward momentum would draw attention to 147.20.USD/JPY Chart Created Using TradingView",-0.9937113523483276,0.0,-0.9982160925865173
1702540800,"ECB Keep Rates Steady with Tentative Inflation Downgrades, EUR/USD Rises<ENDOFHEADER>The European Central Bank has kept interest rates steady today while downgrading its inflation forecasts. The Central Bank also signaled an early conclusion to its last remaining bond purchase scheme, all as part of efforts to combat high inflation.For all market-moving economic releases and events, see the DailyFX CalendarThe ECB stated while inflation has dropped in recent months, it is likely to pick up again temporarily in the near term. According to the latest Eurosystem staff projections for the euro area, inflation is expected to decline gradually over the course of next year, before approaching the Governing Council’s 2% target in 2025. Overall, staff expect headline inflation to average 5.4% in 2023, 2.7% in 2024, 2.1% in 2025 and 1.9% in 2026. Compared with the September staff projections, this amounts to a downward revision for 2023 and especially for 2024.The confession by the Central Bank regarding a possible uptick in inflation in the near term saw the Central Bank reiterate the need to keep rates at the current level for a sufficient amount of time. The ECB also said it expected that economic growth would remain subdued in the near term with the economy expected to recover because of rising real incomes.On the growth front the ECB projections estimate 0.6% for 2023 to 0.8% for 2024, and to 1.5% for both 2025 and 2026.The ECB Press Conference Begins Shortly.Trade Smarter - Sign up for the DailyFX NewsletterReceive timely and compelling market commentary from the DailyFX team***UPDATES TO FOLLOW****The European Central Bank (ECB) face the toughest task in comparison to the BoE and the Federal Reserve. The slow growth in the Euro Area and technical recession hints at more aggressive rate cuts in 2024 which is in stark contrast to what we just heard from the Bank of England (BoE).The comments from the ECB today do not signal a great deal of optimism with the Central Bank warning that economic growth is to remain subdued in the near term. Not a lot of pushbacks from the ECB, I did expect more and something in a similar vain to Fed Chair Powell. The downward revisions to inflation were not as significant as expected and this in part could explain the initial bout of Euro strength following the announcement.The initial reaction on EURUSD saw a 30-pip jump toward the daily high around the 1.0940 handle. As time passed however the euro began to lose it shine and surrendered some of its gains. Can the Euro continue its advance against the Greenback?EURUSD Daily ChartSource: TradingView, prepared by Zain VawdaEURUSD has enjoyed a strong rally this week, in particular yesterday following the FOMC. The 1.1000 level remains a key stumbling block for further upside with the 1.0700 level a key area of support. These two levels could keep EURUSD rangebound for some time if price fails to break higher than the 1.1000 mark today.IGCSshows retail traders are currently SHORT on EURUSD, with 55% of traders currently holding SHORT positions. At DailyFX we typically take a contrarian view to crowd sentiment, and the fact that traders are short suggests that EURUSD may find the downside limited before price continues moving higher.--- Written by Zain Vawda for DailyFX.comContact and follow Zain on Twitter: @zvawda",0.9896552562713623,0.0,0.9938329458236694
1702627200,"Euro (EUR) Latest: EUR/USD Drifts After Weak PMI Data Release<ENDOFHEADER>EUR/USD Forecast - Prices, Charts, and AnalysisMost Read: ECB Keep Rates Steady with Tentative Inflation Downgrades, EUR/USD RisesThe Euro Area economy continues to struggle and is set to enter a technical recession in the coming weeks. According to data provider HCOB, business activity in the Euro Area fell at a steeper rate in December, closing off a fourth quarter which has seen output fall at its fastest rate for 11 years barring only the early-2020 pandemic months.Commenting on the data, Dr. Cyrus de la Rubia, HCOB chief economist said,‘Once again, the figures paint a disheartening picture as the Eurozone economy fails to display any distinct signs of recovery. On the contrary, it has contracted for six straight months. The likelihood of the Eurozone being in a recession since the third quarter remains notably high.’Thursday’s ECB meeting saw the central bank push back against aggressive market pricing of nearly 150 basis points of rate cuts in 2024. President Lagarde said that rates would be set at sufficiently restrictive levels for as long as possible to bring inflation back to target (2%), and that the governing council had not discussed any rate cut timetable. If the Euro Area falls into recession, as looks likely, and inflation continues to fall, the ECB may have to change tack on interest rates and start priming the market for a series of cuts next year. The financial markets are already pricing in the best part of five 25 basis point rate cuts in 2024.The ongoing weakness in the US dollar accelerated late Wednesday after Fed Chair Jerome Powell held rates steady for the third month in a row and gave a strong signal that interest rates would be cut in 2024. The Fed indicated that they could cut rates by 75 basis points next year, but this was seen by the market as lowly. After the FOMC press conference had ended, market expectations of US rate cuts for 2024 rose to 150 basis points, with the first 25bp cut seen in March. These expectations, and the selloff in US bond yields, caused the US dollar to fall further. EUR/USD touched 1.1009, just a few pips away from making a new four-month high, before ending the session just below 1.1000. Today’s PMI data will it harder for EUR/USD to make a confirmed break above 1.1000, especially if current ECB rate cut expectations become baked in.EUR/USD Daily ChartChart Using TradingViewIG retail trader data shows 37.02% of traders are net-long with the ratio of traders short to long at 1.70 to 1.The number of traders net-long is 19.69% lower than yesterday and 43.14% lower than last week, while the number of traders net-short is 17.74% higher than yesterday and 47.89% higher than last week.To See What This Means for EUR/USD, Download the Full Report BelowWhat is your view on the EURO – bullish or bearish?? You can let us know via the form at the end of this piece or you can contact the author via Twitter @nickcawley1.",-0.9979472756385803,0.9728822112083435,-0.9988227486610413
1702800000,"US Dollar in Peril with Core PCE on Deck, Setups on EUR/USD, GBP/USD, USD/JPY<ENDOFHEADER>Most Read: Gold Price Forecast: Fed Pivot Reversal or Damage Control? Key Levels for XAU/USDThe U.S. dollar, as measured by the DXY index, suffered heavy losses last week, pressured by the collapse in U.S. Treasury yields across most tenors following the Federal Reserve’s pivot. Although the U.S. central bank held its policy settings unchanged on Wednesday, it embraced a dovish posture - a turnaround that appeared unlikely based on recent rhetoric.To offer some context, the Fed adopted a more optimistic view of the inflation outlook, acknowledged the start of discussions about rate cuts and signaled 75 basis points of easing in 2024 at the end of its last meeting of the year. The unexpected shift in the strategy caught investors by surprise and on the wrong side of the trade, sending interest rate expectations sharply lower (see chart below).Source: TradingViewNew York Fed President John Williams contested the idea of policymakers openly talking about slashing borrowing costs in an interview before the weekend, but Wall Street downplayed this contradiction. Many theories have emerged to explain the change in tune, but most traders believe it is not a complete policy reversal, but a damage control tactic to tamp down animal spirits and prevent financial conditions from easing further.Wondering about the U.S. dollar’s technical and fundamental outlook? Gain clarity with our quarterly forecast. Download it now!With markets increasingly confident that the Fed will ease its stance materially over the next 12 months, bond yields and the U.S. dollar are likely to stay biased to the downside in the near term. However, interest expectations could change, especially if incoming data indicate strong growth and elevated inflationary pressures. For this reason, traders should keep a close eye on the economic calendar.The first days of the week won’t feature any major risk events, but Friday will hold significance with the release of Personal Income and Outlays, a key report containing information on consumer spending and, more importantly, core PCE, the Fed's favorite inflation gauge.For the FOMC’s path, as discounted by market participants, to remain dovish, personal spending and core PCE must exhibit restraint. A failure to show moderation would signal that the economy is still running hot and that it would be premature to ease the policy stance - a scenario that could spark a hawkish repricing of interest rate expectations, boosting the greenback in the process.The screen capture below, sourced from DailyFX's economic calendar, presents the consensus estimates for the upcoming Personal Income and Outlays report.Source: DailyFX Economic CalendarFor a complete analysis of the euro’s medium-term prospects, request a copy of our quarterly trading outlook. It is free!EUR/USD rallied last week, but it failed to clear cluster resistance in the 1.1015 area, with prices pivoting lower upon testing this region. If bullish momentum continues to diminish and sellers re-enter the scene, the first line of defense against a bearish assault lies at 1.0830, near the 200-day simple moving average. Subsequent losses could bring attention to 1.0770, followed by long-term trendline support at 1.0640.On the other hand, if the pair manages to consolidate higher and takes out overhead resistance stretching from 1.0995 to 1.1020, a potential move towards the 1.1100 handle could be in the cards. Breaching this ceiling may prove challenging for the bulls, but in the event of a breakout, the prospect of revisiting the 2023 highs in the vicinity of 1.1275 cannot be dismissed.EUR/USD Chart Prepared Using TradingViewExplore the dynamics of the Japanese yen in the FX markets by downloading our comprehensive guide on trading USD/JPY – packed with expert tips!USD/JPY plummeted last week, breaching and closing below the 200-day simple moving average, marking a bearish development in technical analysis. If losses continue in the coming days, the pair may establish a base around the psychological 141.00 level. It is imperative for this floor to hold; failure to do so could spark a retracement towards trendline support at 139.40.On the other hand, if USD/JPY resumes its rebound unexpectedly, the first obstacle on the path to recovery is the 200-day simple moving average. Given the worsening sentiment around the U.S. dollar, surmounting this barrier may prove difficult, but a successful move above it could open the door for a rally toward 144.60. On further strength, attention then shifts to the 146.00 handle.USD/JPY Chart Created Using TradingViewInterested in learning how retail positioning can offer clues about GBP/USD’s directional bias? Our sentiment guide has valuable insights about this topic. Get the complimentary guide now!GBP/USD jump last week, briefly touching its best levels since late August. However, the positive momentum began to diminish on Friday as the pair encountered resistance around the 1.2795 area, paving the way for a modest pullback off those highs. If prices extend lower over the coming trading sessions, support is seen near 1.2590, followed by 1.2500, just around the 200-day simple moving average.Conversely, if buyers regain dominance and drive cable higher, initial resistance looms at 1.2720, the 61.8% Fibonacci retracement of the July/October selloff, and 1.2795 thereafter. Moving beyond those levels, the focus turns to 1.2830. Overcoming this hurdle will be a mighty task for the bulls, but should a breakout occur, a retest of the 1.3000 mark could be on the horizon.GBP/USD Chart Created Using TradingView",0.0,0.0,-0.991431713104248
